Cooking in a microwave is easier than cooking on the stovetop because the _ is faster.	microwave	stovetop	microwave	agree	If X is faster than Y, then X is easier than Y.
Talking to strangers and making friends came easily to Robert but not Michael because _ was easygoing.	Robert	Michael	Robert	agree	If X is more easygoing than Y, then it is easier for X to make friends.
Mary preferred to use the toaster to warm her bread and not the microwave because the _ worked better.	toaster	microwave	toaster	agree	If X works better, then she will prefer to use X instead of Y.
Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.	Brett	Aaron	Brett	agree	If X spent more time with children than Y, then X is more prepared to be a parent.
Samuel does not own any stocks, while Brett has lots of them, so _ is probably the richer person.	Samuel	Brett	Brett	agree	If X owns more stock than Y, then X probably is richer.
The drying machine was disposable at this point, but we still relied on the washboard, as the _ was essential at this point.	drying machine	washboard	washboard	agree	If X is relied upon and Y is disposable at a particular moment, then X is essential at that moment.
The cruise itinerary was changed to replace the movie with the musical, as the _ was declining in popularity.	movie	musical	movie	agree	If X is more popular than Y, then X will replace Y.
Franklin played cribbage with golf tees instead of the usual pegs, because the _ were more fun.	tees	pegs	tees	agree	If someone thought X was more fun than Y, they would use X.
Due to his digestive intolerance, he cut fruit out of his diet and ate grain, since the _ was soothing to his intestines.	fruit	grain	grain	agree	If Y is soothing to the intestines, then he will choose to cut out X instead of Y.
Maintaining a healthy diet was easier for Cynthia than Victoria because _ didn't like many fruits and vegetables.	Cynthia	Victoria	Victoria	agree	If X doesn't like fruits and vegetables as much as Y, then it's harder for X to maintain a healthy diet.
The man bought the carnations instead of the roses because the _ were very colorful.	carnations	roses	carnations	agree	If X is more colorful than Y, then X is more appealing.
